%time,field.header.seq,field.header.stamp,field.header.frame_id,field.latitude,field.longitude,field.attitude,field.utm_easting,field.utm_northing,field.quality
1582906662283495614,4967,1582906662282424926,,42.3390969867,-71.0843588117,4.204,328294.288232,4689530.93197,4
1582906662483318807,4968,1582906662482213020,,42.339095615,-71.0843562533,4.22,328294.495258,4689530.77449,4
1582906662684544264,4969,1582906662684015035,,42.3390939367,-71.0843540433,4.212,328294.672753,4689530.58366,4
1582906662883160635,4970,1582906662882626056,,42.33909231,-71.0843518483,4.195,328294.849153,4689530.3986,4
1582906663085870588,4971,1582906663085160017,,42.3390907167,-71.084349265,4.199,328295.057635,4689530.21645,4
1582906663292441094,4972,1582906663291616916,,42.33908917,-71.0843468983,4.21,328295.248395,4689530.03993,4
1582906663483480026,4973,1582906663482709884,,42.3390878317,-71.084344315,4.164,328295.457571,4689529.8861,4
1582906663685497243,4974,1582906663684411048,,42.3390861583,-71.0843419233,4.193,328295.650046,4689529.69546,4
1582906663883626570,4975,1582906663882837057,,42.3390845317,-71.0843397483,4.176,328295.824799,4689529.51044,4
1582906664076135984,4976,1582906664074517011,,42.3390828367,-71.0843372817,4.153,328296.023393,4689529.31724,4
1582906664279740498,4977,1582906664278680086,,42.3390811767,-71.08433493,4.203,328296.212609,4689529.12816,4
1582906664481136276,4978,1582906664480076074,,42.339079785,-71.0843328033,4.202,328296.384019,4689528.96933,4
1582906664677849344,4979,1582906664677134037,,42.3390783033,-71.0843303983,4.233,328296.578114,4689528.79995,4
1582906664881039100,4980,1582906664880198955,,42.3390766817,-71.08432822,4.211,328296.753155,4689528.61548,4
1582906665072992250,4981,1582906665072037935,,42.33907499,-71.0843260133,4.174,328296.930339,4689528.42317,4
1582906665289802083,4982,1582906665288753986,,42.3390732083,-71.0843235333,4.211,328297.129796,4689528.22032,4
1582906665472044510,4983,1582906665471333980,,42.3390720033,-71.08432107,4.183,328297.329449,4689528.08154,4
1582906665673600409,4984,1582906665672806024,,42.3390706567,-71.0843186033,4.187,328297.528992,4689527.92703,4
1582906665875927832,4985,1582906665874777078,,42.3390691867,-71.0843163467,4.197,328297.710899,4689527.75924,4
1582906666079028272,4986,1582906666078469038,,42.33906756,-71.0843142283,4.188,328297.880983,4689527.57433,4
1582906666286971644,4987,1582906666285803079,,42.339065935,-71.08431173,4.189,328298.082377,4689527.38884,4
1582906666478778547,4988,1582906666478374958,,42.339064325,-71.0843093917,4.2,328298.27063,4689527.20534,4
1582906666684250786,4989,1582906666683577060,,42.3390628833,-71.0843070967,4.16,328298.455772,4689527.04062,4
1582906666878098809,4990,1582906666876941919,,42.33906131,-71.0843048367,4.194,328298.637672,4689526.86135,4
1582906667084664458,4991,1582906667084081888,,42.339059705,-71.0843029967,4.178,328298.784886,4689526.67941,4
1582906667304663701,4992,1582906667303888082,,42.3390581367,-71.0843010267,4.148,328298.942909,4689526.50128,4
1582906667475898220,4993,1582906667475059032,,42.33905653,-71.0842990017,4.182,328299.105359,4689526.31878,4
1582906667683804129,4994,1582906667682642936,,42.3390552117,-71.08429689,4.163,328299.275733,4689526.16813,4
1582906667884162338,4995,1582906667883075952,,42.3390538617,-71.08429532,4.178,328299.401398,4689526.01505,4
1582906668083974359,4996,1582906668083194971,,42.339052355,-71.0842946083,4.205,328299.455925,4689525.84631,4
1582906668272273881,4997,1582906668271195888,,42.3390509867,-71.0842939033,4.164,328299.51028,4689525.69294,4
1582906668483776602,4998,1582906668482995033,,42.33904966,-71.0842939733,4.194,328299.500902,4689525.54577,4
1582906668679420607,4999,1582906668678634881,,42.3390486433,-71.084294575,4.194,328299.448569,4689525.43409,4
1582906668879440245,5000,1582906668878812074,,42.33904756,-71.0842954933,4.172,328299.369966,4689525.31565,4
1582906669075538229,5001,1582906669074577093,,42.33904691,-71.0842962333,4.151,328299.307234,4689525.24497,4
1582906669287309458,5002,1582906669286384105,,42.339046315,-71.0842972633,4.123,328299.220762,4689525.18098,4
1582906669477935342,5003,1582906669477174043,,42.3390456083,-71.0842981167,4.105,328299.148539,4689525.10423,4
1582906669669806885,5004,1582906669668350934,,42.339045125,-71.0842986833,4.131,328299.100541,4689525.0517,4
1582906669878055769,5005,1582906669877089023,,42.3390448133,-71.0842990583,4.097,328299.068799,4689525.01785,4
1582906670075724073,5006,1582906670074942111,,42.3390446567,-71.0842994267,4.045,328299.038029,4689525.0012,4
1582906670291262135,5007,1582906670290955066,,42.3390445317,-71.08429946,4.009,328299.034943,4689524.98739,4
1582906670472074144,5008,1582906670471503019,,42.3390442167,-71.0842995667,4.006,328299.025298,4689524.95262,4
1582906670673177733,5009,1582906670672476053,,42.3390442433,-71.084299515,3.978,328299.029627,4689524.95548,4
1582906670885223816,5010,1582906670884881973,,42.3390442817,-71.08429954,3.955,328299.027672,4689524.95979,4
1582906671081914238,5011,1582906671081428050,,42.3390444367,-71.0842993617,3.932,328299.042785,4689524.97664,4
1582906671303290361,5012,1582906671302783966,,42.3390445233,-71.0842992567,3.934,328299.051671,4689524.98605,4
1582906671479288944,5013,1582906671478682041,,42.339044515,-71.0842991,3.933,328299.064555,4689524.98481,4
1582906671683527239,5014,1582906671682638883,,42.3390445417,-71.084298895,3.921,328299.081516,4689524.98736,4
1582906671874592164,5015,1582906671873925924,,42.3390445183,-71.0842988667,3.92,328299.083786,4689524.98471,4
